ZIP,CARRIER,LOCALITY,STATE,RURAL
91102,01182,18,CA,U
91103,01182,18,CA,U
91104,01182,18,CA,U
91105,01182,18,CA,U
91106,01182,18,CA,U
91107,01182,18,CA,U
91108,01182,18,CA,U
91109,01182,18,CA,U
91110,01182,18,CA,U
91114,01182,18,CA,U
91115,01182,18,CA,U
91116,01182,18,CA,U
91117,01182,18,CA,U
91118,01182,18,CA,U
91121,01182,18,CA,U
91123,01182,18,CA,U
91124,01182,18,CA,U
91125,01182,18,CA,U
91126,01182,18,CA,U
91129,01182,18,CA,U
91131,01182,18,CA,U
91175,01182,18,CA,U
91182,01182,18,CA,U
91184,01182,18,CA,U
91185,01182,18,CA,U
91186,01182,18,CA,U
91187,01182,18,CA,U
91188,01182,18,CA,U
91189,01182,18,CA,U
91191,01182,18,CA,U
91199,01182,18,CA,U
91201,01182,18,CA,U
91202,01182,18,CA,U
91203,01182,18,CA,U
91204,01182,18,CA,U
91205,01182,18,CA,U
91206,01182,18,CA,U
91207,01182,18,CA,U
91208,01182,18,CA,U
91209,01182,18,CA,U
91210,01182,18,CA,U
91214,01182,18,CA,U
91221,01182,18,CA,U
91222,01182,18,CA,U
91224,01182,18,CA,U
91225,01182,18,CA,U
91226,01182,18,CA,U
91301,01182,18,CA,U
91302,01182,18,CA,U
91303,01182,18,CA,U
91304,01182,18,CA,U
91305,01182,18,CA,U
91306,01182,18,CA,U
91307,01182,18,CA,U
91308,01182,18,CA,U
91309,01182,18,CA,U
91310,01182,18,CA,U
91311,01182,18,CA,U
91312,01182,18,CA,U
91313,01182,18,CA,U
91316,01182,18,CA,U
91319,01182,17,CA,U
91320,01182,17,CA,U
91321,01182,18,CA,U
91322,01182,18,CA,U
91324,01182,18,CA,U
91325,01182,18,CA,U
91326,01182,18,CA,U
91327,01182,18,CA,U
91328,01182,18,CA,U
91329,01182,18,CA,U
91330,01182,18,CA,U
91331,01182,18,CA,U
91333,01182,18,CA,U
91334,01182,18,CA,U
91335,01182,18,CA,U
91337,01182,18,CA,U
91340,01182,18,CA,U
91341,01182,18,CA,U
91342,01182,18,CA,U
91343,01182,18,CA,U
91344,01182,18,CA,U
91345,01182,18,CA,U
91346,01182,18,CA,U
91350,01182,18,CA,U
91351,01182,18,CA,U
91352,01182,18,CA,U
91353,01182,18,CA,U
91354,01182,18,CA,U
91355,01182,18,CA,U
91356,01182,18,CA,U
91357,01182,18,CA,U
91358,01182,17,CA,U
91359,01182,17,CA,U
91360,01182,17,CA,U
91361,01182,17,CA,U
91362,01182,17,CA,U
91363,01182,18,CA,U
91364,01182,18,CA,U
91365,01182,18,CA,U
91367,01182,18,CA,U
91371,01182,18,CA,U
91372,01182,18,CA,U
91376,01182,18,CA,U
91377,01182,17,CA,U
91380,01182,18,CA,U
91381,01182,18,CA,U
91382,01182,18,CA,U
91383,01182,18,CA,U
91384,01182,18,CA,U
91385,01182,18,CA,U
91386,01182,18,CA,U
91387,01182,18,CA,U
91388,01182,18,CA,U
91390,01182,18,CA,U
91392,01182,18,CA,U
91393,01182,18,CA,U
91394,01182,18,CA,U
91395,01182,18,CA,U
91396,01182,18,CA,U
91399,01182,18,CA,U
91401,01182,18,CA,U
91402,01182,18,CA,U
91403,01182,18,CA,U
91404,01182,18,CA,U
91405,01182,18,CA,U
91406,01182,18,CA,U
91407,01182,18,CA,U
91408,01182,18,CA,U
91409,01182,18,CA,U
91410,01182,18,CA,U
91411,01182,18,CA,U
91412,01182,18,CA,U
91413,01182,18,CA,U
91416,01182,18,CA,U
91423,01182,18,CA,U
91426,01182,18,CA,U
91436,01182,18,CA,U
91470,01182,18,CA,U
91482,01182,18,CA,U
91495,01182,18,CA,U
91496,01182,18,CA,U
91497,01182,18,CA,U
91499,01182,18,CA,U
91501,01182,18,CA,U
91502,01182,18,CA,U
91503,01182,18,CA,U
91504,01182,18,CA,U
91505,01182,18,CA,U
91506,01182,18,CA,U
91507,01182,18,CA,U
91508,01182,18,CA,U
91510,01182,18,CA,U
91521,01182,18,CA,U
91522,01182,18,CA,U
91523,01182,18,CA,U
91526,01182,18,CA,U
91601,01182,18,CA,U
91602,01182,18,CA,U
91603,01182,18,CA,U
91604,01182,18,CA,U
91605,01182,18,CA,U
91606,01182,18,CA,U
91607,01182,18,CA,U
91608,01182,18,CA,U
91609,01182,18,CA,U
91610,01182,18,CA,U
91611,01182,18,CA,U
91612,01182,18,CA,U
91614,01182,18,CA,U
91615,01182,18,CA,U
91616,01182,18,CA,U
91617,01182,18,CA,U
91618,01182,18,CA,U
91701,01112,62,CA,U
91702,01182,18,CA,U
91706,01182,18,CA,U
91708,01112,62,CA,U
91709,01112,62,CA,U
91710,01112,62,CA,U
91711,01182,18,CA,U
91714,01182,18,CA,U
91715,01182,18,CA,U
91716,01182,18,CA,U
91718,01112,62,CA,U
91719,01112,62,CA,U
91720,01112,62,CA,U
91722,01182,18,CA,U
91723,01182,18,CA,U
91724,01182,18,CA,U
91729,01112,62,CA,U
91730,01112,62,CA,U
91731,01182,18,CA,U
91732,01182,18,CA,U
91733,01182,18,CA,U
91734,01182,18,CA,U
91735,01182,18,CA,U
91737,01112,62,CA,U
91739,01112,62,CA,U
91740,01182,18,CA,U
91741,01182,18,CA,U
91743,01112,62,CA,U
91744,01182,18,CA,U
91745,01182,18,CA,U
91746,01182,18,CA,U
91747,01182,18,CA,U
91748,01182,18,CA,U
91749,01182,18,CA,U
91750,01182,18,CA,U
91752,01112,62,CA,U
91754,01182,18,CA,U
91755,01182,18,CA,U
91756,01182,18,CA,U
91758,01112,62,CA,U
91759,01112,62,CA,U
91760,01112,62,CA,U
91761,01112,62,CA,U
91762,01112,62,CA,U
91763,01112,62,CA,U
91764,01112,62,CA,U
91765,01182,18,CA,U
91766,01182,18,CA,U
91767,01182,18,CA,U
91768,01182,18,CA,U
91769,01182,18,CA,U
91770,01182,18,CA,U
91771,01182,18,CA,U
91772,01182,18,CA,U
91773,01182,18,CA,U
91775,01182,18,CA,U
91776,01182,18,CA,U
91778,01182,18,CA,U
91780,01182,18,CA,U
91784,01112,62,CA,U
91785,01112,62,CA,U
91786,01112,62,CA,U
91788,01182,18,CA,U
91789,01182,18,CA,U
91790,01182,18,CA,U
91791,01182,18,CA,U
91792,01182,18,CA,U
91793,01182,18,CA,U
91795,01182,18,CA,U
91797,01182,18,CA,U
91798,01112,62,CA,U
91799,01182,18,CA,U
91801,01182,18,CA,U
91802,01182,18,CA,U
91803,01182,18,CA,U
91804,01182,18,CA,U
91841,01182,18,CA,U
91896,01182,18,CA,U
91899,01182,18,CA,U
91901,01182,72,CA,U
91902,01182,72,CA,U
91903,01182,72,CA,U
91905,01182,72,CA,U
91906,01182,72,CA,U
91908,01182,72,CA,U
91909,01182,72,CA,U
91910,01182,72,CA,U
91911,01182,72,CA,U
91912,01182,72,CA,U
91913,01182,72,CA,U
91914,01182,72,CA,U
91915,01182,72,CA,U
91916,01182,72,CA,U
91917,01182,72,CA,U
91921,01182,72,CA,U
91931,01182,72,CA,U
91932,01182,72,CA,U
91933,01182,72,CA,U
91934,01182,72,CA,U
91935,01182,72,CA,U
91941,01182,72,CA,U
91942,01182,72,CA,U
91943,01182,72,CA,U
91944,01182,72,CA,U
91945,01182,72,CA,U
91946,01182,72,CA,U
91947,01182,72,CA,U
91948,01182,72,CA,U
91950,01182,72,CA,U
91951,01182,72,CA,U
91962,01182,72,CA,U
91963,01182,72,CA,U
91976,01182,72,CA,U
91977,01182,72,CA,U
91978,01182,72,CA,U
91979,01182,72,CA,U
91980,01182,72,CA,U
91987,01182,72,CA,U
91990,01182,72,CA,U
92003,01182,72,CA,U
92004,01182,72,CA,B
92007,01182,72,CA,U
92008,01182,72,CA,U
92009,01182,72,CA,U
92010,01182,72,CA,U
92011,01182,72,CA,U
92013,01182,72,CA,U
92014,01182,72,CA,U
92018,01182,72,CA,U
92019,01182,72,CA,U
92020,01182,72,CA,U
92021,01182,72,CA,U
92022,01182,72,CA,U
92023,01182,72,CA,U
92024,01182,72,CA,U
92025,01182,72,CA,U
92026,01182,72,CA,U
92027,01182,72,CA,U
92028,01182,72,CA,U
92029,01182,72,CA,U
92030,01182,72,CA,U
92033,01182,72,CA,U
92036,01182,72,CA,R
92037,01182,72,CA,U
92038,01182,72,CA,U
92039,01182,72,CA,U
92040,01182,72,CA,U
92046,01182,72,CA,U
92049,01182,72,CA,U
92051,01182,72,CA,U
92052,01182,72,CA,U
92054,01182,72,CA,U
92055,01182,72,CA,U
92056,01182,72,CA,U
92057,01182,72,CA,U
92058,01182,72,CA,U
92059,01182,72,CA,U
92060,01182,72,CA,R
92061,01182,72,CA,U
92064,01182,72,CA,U
92065,01182,72,CA,U
92066,01182,72,CA,R
92067,01182,72,CA,U
92068,01182,72,CA,U
92069,01182,72,CA,U
92070,01182,72,CA,R
92071,01182,72,CA,U
92072,01182,72,CA,U
92074,01182,72,CA,U
92075,01182,72,CA,U
92078,01182,72,CA,U
92079,01182,72,CA,U
92081,01182,72,CA,U
92082,01182,72,CA,U
92083,01182,72,CA,U
92084,01182,72,CA,U
92085,01182,72,CA,U
92086,01182,72,CA,R
92088,01182,72,CA,U
92090,01182,72,CA,U
92091,01182,72,CA,U
92092,01182,72,CA,U
92093,01182,72,CA,U
92096,01182,72,CA,U
92101,01182,72,CA,U
92102,01182,72,CA,U
92103,01182,72,CA,U
92104,01182,72,CA,U
92105,01182,72,CA,U
92106,01182,72,CA,U
92107,01182,72,CA,U
92108,01182,72,CA,U
92109,01182,72,CA,U
92110,01182,72,CA,U
92111,01182,72,CA,U
92112,01182,72,CA,U
92113,01182,72,CA,U
92114,01182,72,CA,U
92115,01182,72,CA,U
92116,01182,72,CA,U
92117,01182,72,CA,U
92118,01182,72,CA,U
92119,01182,72,CA,U
92120,01182,72,CA,U
92121,01182,72,CA,U
92122,01182,72,CA,U
92123,01182,72,CA,U
92124,01182,72,CA,U
92126,01182,72,CA,U
92127,01182,72,CA,U
92128,01182,72,CA,U
92129,01182,72,CA,U
92130,01182,72,CA,U
92131,01182,72,CA,U
92132,01182,72,CA,U
92133,01182,72,CA,U
92134,01182,72,CA,U
92135,01182,72,CA,U
92136,01182,72,CA,U
92137,01182,72,CA,U
92138,01182,72,CA,U
92139,01182,72,CA,U
92140,01182,72,CA,U
92142,01182,72,CA,U
92143,01182,72,CA,U
92145,01182,72,CA,U
92147,01182,72,CA,U
92149,01182,72,CA,U
92150,01182,72,CA,U
92152,01182,72,CA,U
92153,01182,72,CA,U
92154,01182,72,CA,U
92155,01182,72,CA,U
92158,01182,72,CA,U
92159,01182,72,CA,U
92160,01182,72,CA,U
92161,01182,72,CA,U
92162,01182,72,CA,U
92163,01182,72,CA,U
92164,01182,72,CA,U
92165,01182,72,CA,U
92166,01182,72,CA,U
92167,01182,72,CA,U
92168,01182,72,CA,U
92169,01182,72,CA,U
92170,01182,72,CA,U
92171,01182,72,CA,U
92172,01182,72,CA,U
92173,01182,72,CA,U
92174,01182,72,CA,U
92175,01182,72,CA,U
92176,01182,72,CA,U
92177,01182,72,CA,U
92178,01182,72,CA,U
92179,01182,72,CA,U
92182,01182,72,CA,U
92184,01182,72,CA,U
92186,01182,72,CA,U
92187,01182,72,CA,U
92190,01182,72,CA,U
92191,01182,72,CA,U
92192,01182,72,CA,U
92193,01182,72,CA,U
92194,01182,72,CA,U
92195,01182,72,CA,U
92196,01182,72,CA,U
92197,01182,72,CA,U
92198,01182,72,CA,U
92199,01182,72,CA,U
92201,01112,62,CA,U
92202,01112,62,CA,U
92203,01112,62,CA,U
92210,01112,62,CA,U
92211,01112,62,CA,U
92220,01112,62,CA,U
92222,01182,71,CA,U
92223,01112,62,CA,U
92225,01112,62,CA,R
92226,01112,62,CA,R
92227,01182,71,CA,R
92230,01112,62,CA,U
92231,01182,71,CA,U
92232,01182,71,CA,U
92233,01182,71,CA,U
92234,01112,62,CA,U
92235,01112,62,CA,U
92236,01112,62,CA,U
92239,01112,62,CA,R
92240,01112,62,CA,U
92241,01112,62,CA,U
92242,01112,62,CA,B
92243,01182,71,CA,U
92244,01182,71,CA,U
92247,01112,62,CA,U
92248,01112,62,CA,U
92249,01182,71,CA,U
92250,01182,71,CA,U
92251,01182,71,CA,U
92252,01112,62,CA,B
92253,01112,62,CA,U
92254,01112,62,CA,U
92255,01112,62,CA,U
92256,01112,62,CA,U
92257,01182,71,CA,R
92258,01112,62,CA,U
92259,01182,71,CA,U
92260,01112,62,CA,U
92261,01112,62,CA,U
92262,01112,62,CA,U
92263,01112,62,CA,U
92264,01112,62,CA,U
92266,01182,71,CA,R
92267,01112,62,CA,B
92268,01112,62,CA,R
92270,01112,62,CA,U
92273,01182,71,CA,U
92274,01112,62,CA,U
92275,01182,71,CA,U
92276,01112,62,CA,U
92277,01112,62,CA,B
92278,01112,62,CA,B
92280,01112,62,CA,B
92281,01182,71,CA,R
92282,01112,62,CA,U
92283,01182,71,CA,U
92284,01112,62,CA,R
92285,01112,62,CA,R
92286,01112,62,CA,R
92292,01112,62,CA,U
92301,01112,62,CA,U
92304,01112,62,CA,B
92305,01112,62,CA,U
92307,01112,62,CA,U
92308,01112,62,CA,U
92309,01112,62,CA,B
92310,01112,62,CA,B
92311,01112,62,CA,B
92312,01112,62,CA,R
92313,01112,62,CA,U
92314,01112,62,CA,R
92315,01112,62,CA,R
92316,01112,62,CA,U
92317,01112,62,CA,R
92318,01112,62,CA,U
92320,01112,62,CA,U
92321,01112,62,CA,R
92322,01112,62,CA,R
92323,01112,62,CA,R
92324,01112,62,CA,U
92325,01112,62,CA,R
92326,01112,62,CA,U
92327,01112,62,CA,U
92328,01112,75,CA,B
92329,01112,62,CA,U
92331,01112,62,CA,U
92332,01112,62,CA,B
92333,01112,62,CA,R
92334,01112,62,CA,U
92335,01112,62,CA,U
92336,01112,62,CA,U
92337,01112,62,CA,U
92338,01112,62,CA,B
92339,01112,62,CA,U
92340,01112,62,CA,U
92341,01112,62,CA,U
92342,01112,62,CA,U
92344,01112,62,CA,U
92345,01112,62,CA,U
92346,01112,62,CA,U
92347,01112,62,CA,R
92350,01112,62,CA,U
92352,01112,62,CA,R
92354,01112,62,CA,U
92356,01112,62,CA,R
92357,01112,62,CA,U
92358,01112,62,CA,U
92359,01112,62,CA,U
92363,01112,62,CA,B
92364,01112,62,CA,B
92365,01112,62,CA,R
92366,01112,62,CA,R
92368,01112,62,CA,U
92369,01112,62,CA,U
92371,01112,62,CA,U
92372,01112,62,CA,U
92373,01112,62,CA,U
92374,01112,62,CA,U
92375,01112,62,CA,U
92376,01112,62,CA,U
92377,01112,62,CA,U
92378,01112,62,CA,R
92382,01112,62,CA,U
92384,01112,75,CA,B
92385,01112,62,CA,R
92386,01112,62,CA,R
92389,01112,75,CA,B
92391,01112,62,CA,R
92392,01112,62,CA,U
92393,01112,62,CA,U
92394,01112,62,CA,U
92395,01112,62,CA,U
92397,01112,62,CA,U
92398,01112,62,CA,U
92399,01112,62,CA,U
92401,01112,62,CA,U
92402,01112,62,CA,U
92403,01112,62,CA,U
92404,01112,62,CA,U
92405,01112,62,CA,U
92406,01112,62,CA,U
92407,01112,62,CA,U
92408,01112,62,CA,U
92410,01112,62,CA,U
92411,01112,62,CA,U
92412,01112,62,CA,U
92413,01112,62,CA,U
92414,01112,62,CA,U
92415,01112,62,CA,U
92416,01112,62,CA,U
92418,01112,62,CA,U
92420,01112,62,CA,U
92423,01112,62,CA,U
92424,01112,62,CA,U
92427,01112,62,CA,U
92501,01112,62,CA,U
92502,01112,62,CA,U
92503,01112,62,CA,U
92504,01112,62,CA,U
92505,01112,62,CA,U
92506,01112,62,CA,U
92507,01112,62,CA,U
92508,01112,62,CA,U
92509,01112,62,CA,U
92513,01112,62,CA,U
92514,01112,62,CA,U
92515,01112,62,CA,U
92516,01112,62,CA,U
92517,01112,62,CA,U
92518,01112,62,CA,U
92519,01112,62,CA,U
92521,01112,62,CA,U
92522,01112,62,CA,U
92530,01112,62,CA,U
92531,01112,62,CA,U
92532,01112,62,CA,U
92536,01112,62,CA,U
92539,01112,62,CA,R
92543,01112,62,CA,U
92544,01112,62,CA,U
92545,01112,62,CA,U
92546,01112,62,CA,U
92548,01112,62,CA,U
92549,01112,62,CA,R
92551,01112,62,CA,U
92552,01112,62,CA,U
92553,01112,62,CA,U
92554,01112,62,CA,U
92555,01112,62,CA,U
92556,01112,62,CA,U
92557,01112,62,CA,U
92561,01112,62,CA,U
92562,01112,62,CA,U
92563,01112,62,CA,U
92564,01112,62,CA,U
92567,01112,62,CA,U
92570,01112,62,CA,U
92571,01112,62,CA,U
92572,01112,62,CA,U
92581,01112,62,CA,U
92582,01112,62,CA,U
92583,01112,62,CA,U
92584,01112,62,CA,U
92585,01112,62,CA,U
92586,01112,62,CA,U
92587,01112,62,CA,U
92589,01112,62,CA,U
92590,01112,62,CA,U
92591,01112,62,CA,U
92592,01112,62,CA,U
92593,01112,62,CA,U
92595,01112,62,CA,U
92596,01112,62,CA,U
92599,01112,62,CA,U
92602,01182,18,CA,U
92603,01182,18,CA,U
92604,01182,18,CA,U
92605,01182,18,CA,U
92606,01182,18,CA,U
92607,01182,18,CA,U
92609,01182,18,CA,U
92610,01182,18,CA,U
92612,01182,18,CA,U
92614,01182,18,CA,U
92615,01182,18,CA,U
92616,01182,18,CA,U
92617,01182,18,CA,U
92618,01182,18,CA,U
92619,01182,18,CA,U
92620,01182,18,CA,U
92623,01182,18,CA,U
92624,01182,18,CA,U
92625,01182,18,CA,U
92626,01182,18,CA,U
92627,01182,18,CA,U
92628,01182,18,CA,U
92629,01182,18,CA,U
92630,01182,18,CA,U
92637,01182,18,CA,U
92646,01182,18,CA,U
92647,01182,18,CA,U
92648,01182,18,CA,U
92649,01182,18,CA,U
92650,01182,18,CA,U
92651,01182,18,CA,U
92652,01182,18,CA,U
92653,01182,18,CA,U
92654,01182,18,CA,U
92655,01182,18,CA,U
92656,01182,18,CA,U
92657,01182,18,CA,U
92658,01182,18,CA,U
92659,01182,18,CA,U
92660,01182,18,CA,U
92661,01182,18,CA,U
92662,01182,18,CA,U
92663,01182,18,CA,U
92672,01182,18,CA,U
92673,01182,18,CA,U
92674,01182,18,CA,U
92675,01182,18,CA,U
92676,01182,18,CA,U
92677,01182,18,CA,U
92678,01182,18,CA,U
92679,01182,18,CA,U
92683,01182,18,CA,U
92684,01182,18,CA,U
92685,01182,18,CA,U
92688,01182,18,CA,U
92690,01182,18,CA,U
92691,01182,18,CA,U
92692,01182,18,CA,U
92693,01182,18,CA,U
92694,01182,18,CA,U
92697,01182,18,CA,U
92698,01182,18,CA,U
92701,01182,18,CA,U
92702,01182,18,CA,U
92703,01182,18,CA,U
92704,01182,18,CA,U
92705,01182,18,CA,U
92706,01182,18,CA,U
92707,01182,18,CA,U
92708,01182,18,CA,U
92709,01182,18,CA,U
92710,01182,18,CA,U
92711,01182,18,CA,U
92712,01182,18,CA,U
92725,01182,18,CA,U
92728,01182,18,CA,U
92735,01182,18,CA,U
92780,01182,18,CA,U
92781,01182,18,CA,U
92782,01182,18,CA,U
92799,01182,18,CA,U
92801,01182,18,CA,U
92802,01182,18,CA,U
92803,01182,18,CA,U
92804,01182,18,CA,U
92805,01182,18,CA,U
92806,01182,18,CA,U
92807,01182,18,CA,U
92808,01182,18,CA,U
92809,01182,18,CA,U
92811,01182,18,CA,U
92812,01182,18,CA,U
92814,01182,18,CA,U
92815,01182,18,CA,U
92816,01182,18,CA,U
92817,01182,18,CA,U
92821,01182,18,CA,U
92822,01182,18,CA,U
92823,01182,18,CA,U
92825,01182,18,CA,U
92831,01182,18,CA,U
92832,01182,18,CA,U
92833,01182,18,CA,U
92834,01182,18,CA,U
92835,01182,18,CA,U
92836,01182,18,CA,U
92837,01182,18,CA,U
92838,01182,18,CA,U
92840,01182,18,CA,U
92841,01182,18,CA,U
92842,01182,18,CA,U
92843,01182,18,CA,U
92844,01182,18,CA,U
92845,01182,18,CA,U
92846,01182,18,CA,U
92850,01182,18,CA,U
92856,01182,18,CA,U
92857,01182,18,CA,U
92859,01182,18,CA,U
92860,01112,62,CA,U
92861,01182,18,CA,U
92862,01182,18,CA,U
92863,01182,18,CA,U
92864,01182,18,CA,U
92865,01182,18,CA,U
92866,01182,18,CA,U
92867,01182,18,CA,U
92868,01182,18,CA,U
92869,01182,18,CA,U
92870,01182,18,CA,U
92871,01182,18,CA,U
92877,01112,62,CA,U
92878,01112,62,CA,U
92879,01112,62,CA,U
92880,01112,62,CA,U
92881,01112,62,CA,U
92882,01112,62,CA,U
92883,01112,62,CA,U
92885,01182,18,CA,U
92886,01182,18,CA,U
92887,01182,18,CA,U
92899,01182,18,CA,U
93001,01182,17,CA,U
93002,01182,17,CA,U
93003,01182,17,CA,U
93004,01182,17,CA,U
93005,01182,17,CA,U
93006,01182,17,CA,U
93007,01182,17,CA,U
93009,01182,17,CA,U
93010,01182,17,CA,U
93011,01182,17,CA,U
93012,01182,17,CA,U
93013,01182,74,CA,U
93014,01182,74,CA,U
93015,01182,17,CA,U
93016,01182,17,CA,U
93020,01182,17,CA,U
93021,01182,17,CA,U
93022,01182,17,CA,U
93023,01182,17,CA,U
93024,01182,17,CA,U
93030,01182,17,CA,U
93031,01182,17,CA,U
93032,01182,17,CA,U
93033,01182,17,CA,U
93034,01182,17,CA,U
93035,01182,17,CA,U
93036,01182,17,CA,U
93040,01182,17,CA,R
93041,01182,17,CA,U
93042,01182,17,CA,U
93043,01182,17,CA,U
93044,01182,17,CA,U
93060,01182,17,CA,U
93061,01182,17,CA,U
93062,01182,17,CA,U
93063,01182,17,CA,U
93064,01182,17,CA,U
93065,01182,17,CA,U
93066,01182,17,CA,U
93067,01182,74,CA,U
93093,01182,17,CA,U
93094,01182,17,CA,U
93099,01182,17,CA,U
93101,01182,74,CA,U
93102,01182,74,CA,U
93103,01182,74,CA,U
93105,01182,74,CA,U
93106,01182,74,CA,U
93107,01182,74,CA,U
93108,01182,74,CA,U
93109,01182,74,CA,U
93110,01182,74,CA,U
93111,01182,74,CA,U
93116,01182,74,CA,U
93117,01182,74,CA,U
93118,01182,74,CA,U
93120,01182,74,CA,U
93121,01182,74,CA,U
93130,01182,74,CA,U
93140,01182,74,CA,U
93150,01182,74,CA,U
93160,01182,74,CA,U
93190,01182,74,CA,U
93199,01182,74,CA,U
93201,01112,69,CA,R
93202,01112,57,CA,U
93203,01112,54,CA,R
93204,01112,57,CA,R
93205,01112,54,CA,B
93206,01112,54,CA,R
93207,01112,69,CA,R
93208,01112,69,CA,R
93210,01112,56,CA,R
93212,01112,57,CA,R
93215,01112,54,CA,B
93216,01112,54,CA,U
93218,01112,69,CA,R
93219,01112,69,CA,R
93220,01112,54,CA,U
93221,01112,69,CA,U
93222,01112,54,CA,R
93223,01112,69,CA,U
93224,01112,54,CA,U
93225,01112,54,CA,U
93226,01112,54,CA,B
93227,01112,69,CA,U
93230,01112,57,CA,U
93231,01112,57,CA,U
93232,01112,57,CA,U
93234,01112,56,CA,R
93235,01112,69,CA,U
93237,01112,69,CA,U
93238,01112,54,CA,B
93239,01112,57,CA,R
93240,01112,54,CA,B
93241,01112,54,CA,U
93242,01112,56,CA,R
93243,01112,54,CA,R
93244,01112,69,CA,U
93245,01112,57,CA,U
93246,01112,57,CA,R
93247,01112,69,CA,R
93249,01112,54,CA,B
93250,01112,54,CA,B
93251,01112,54,CA,U
93252,01112,54,CA,R
93254,01182,74,CA,R
93255,01112,54,CA,B
93256,01112,69,CA,R
93257,01112,69,CA,U
93258,01112,69,CA,U
93260,01112,69,CA,R
93261,01112,69,CA,R
93262,01112,69,CA,U
93263,01112,54,CA,U
93265,01112,69,CA,R
93266,01112,57,CA,R
93267,01112,69,CA,U
93268,01112,54,CA,B
93270,01112,69,CA,R
93271,01112,69,CA,U
93272,01112,69,CA,U
93274,01112,69,CA,U
93275,01112,69,CA,U
93276,01112,54,CA,U
93277,01112,69,CA,U
93278,01112,69,CA,U
93279,01112,69,CA,U
93280,01112,54,CA,B
93282,01112,69,CA,U
93283,01112,54,CA,B
93285,01112,54,CA,B
93286,01112,69,CA,U
93287,01112,54,CA,B
93290,01112,69,CA,U
93291,01112,69,CA,U
93292,01112,69,CA,U
93301,01112,54,CA,U
93302,01112,54,CA,U
93303,01112,54,CA,U
93304,01112,54,CA,U
93305,01112,54,CA,U
93306,01112,54,CA,U
93307,01112,54,CA,U
93308,01112,54,CA,U
93309,01112,54,CA,U
93311,01112,54,CA,U
93312,01112,54,CA,U
93313,01112,54,CA,U
93314,01112,54,CA,U
93380,01112,54,CA,U
93381,01112,54,CA,U
93382,01112,54,CA,U
93383,01112,54,CA,U
93384,01112,54,CA,U
93385,01112,54,CA,U
93386,01112,54,CA,U
93387,01112,54,CA,U
93388,01112,54,CA,U
93389,01112,54,CA,U
93390,01112,54,CA,U
93401,01182,73,CA,U
93402,01182,73,CA,U
93403,01182,73,CA,U
93405,01182,73,CA,U
93406,01182,73,CA,U
93407,01182,73,CA,U
93408,01182,73,CA,U
93409,01182,73,CA,U
93410,01182,73,CA,U
93412,01182,73,CA,U
93420,01182,73,CA,U
93421,01182,73,CA,U
93422,01182,73,CA,U
93423,01182,73,CA,U
93424,01182,73,CA,U
93426,01182,73,CA,R
93427,01182,74,CA,R
93428,01182,73,CA,R
93429,01182,74,CA,R
93430,01182,73,CA,U
93432,01182,73,CA,U
93433,01182,73,CA,U
93434,01182,74,CA,U
93435,01182,73,CA,R
93436,01182,74,CA,U
93437,01182,74,CA,R
93438,01182,74,CA,U
93440,01182,74,CA,R
93441,01182,74,CA,R
93442,01182,73,CA,U
93443,01182,73,CA,U
93444,01182,73,CA,U
93445,01182,73,CA,U
93446,01182,73,CA,U
93447,01182,73,CA,U
93448,01182,73,CA,U
93449,01182,73,CA,U
93450,01112,64,CA,R
93451,01182,73,CA,U
93452,01182,73,CA,R
93453,01182,73,CA,U
93454,01182,74,CA,U
93455,01182,74,CA,U
93456,01182,74,CA,U
93457,01182,74,CA,U
93458,01182,74,CA,U
93460,01182,74,CA,R
93461,01182,73,CA,U
93463,01182,74,CA,R
93464,01182,74,CA,R
93465,01182,73,CA,U
93475,01182,73,CA,U
93483,01182,73,CA,U
93501,01112,54,CA,B
93502,01112,54,CA,R
93504,01112,54,CA,R
93505,01112,54,CA,B
93510,01182,18,CA,U
93512,01112,75,CA,B
93513,01112,75,CA,B
93514,01112,75,CA,B
93515,01112,75,CA,B
93516,01112,54,CA,B
93517,01112,75,CA,B
93518,01112,54,CA,R
93519,01112,54,CA,R
93522,01112,75,CA,B
93523,01112,54,CA,B
93524,01112,54,CA,R
93526,01112,75,CA,B
93527,01112,54,CA,B
93528,01112,54,CA,R
93529,01112,75,CA,B
93530,01112,75,CA,B
93531,01112,54,CA,R
93532,01182,18,CA,U
93534,01182,18,CA,U
93535,01182,18,CA,U
93536,01182,18,CA,U
93539,01182,18,CA,U
93541,01112,75,CA,B
93542,01112,75,CA,B
93543,01182,18,CA,U
93544,01182,18,CA,U
93545,01112,75,CA,B
93546,01112,75,CA,B
93549,01112,75,CA,B
93550,01182,18,CA,U
93551,01182,18,CA,U
93552,01182,18,CA,U
93553,01182,18,CA,U
93554,01112,54,CA,R
93555,01112,54,CA,B
93556,01112,54,CA,R
93558,01112,54,CA,R
93560,01112,54,CA,U
93561,01112,54,CA,B
93562,01112,62,CA,R
93563,01182,18,CA,U
93581,01112,54,CA,U
93584,01182,18,CA,U
93586,01182,18,CA,U
93590,01182,18,CA,U
93591,01182,18,CA,U
93592,01112,62,CA,R
93596,01112,54,CA,R
93599,01182,18,CA,R
93601,01112,58,CA,R
93602,01112,56,CA,U
93603,01112,69,CA,U
93604,01112,58,CA,R
93605,01112,56,CA,R
93606,01112,56,CA,U
93607,01112,56,CA,R
